timestamp,open,high,low,close,volume
2026-04-29T17:00:00+00:00,75800.8,76182.7,75800.8,76182.7,184.26092738
2026-04-29T18:00:00+00:00,76182.9,76256.4,74943.7,75508.2,693.26248354
2026-04-29T19:00:00+00:00,75508.2,75590.0,75300.0,75562.3,240.09578148
2026-04-29T20:00:00+00:00,75562.3,75861.2,75491.7,75677.0,153.74041589
2026-04-29T21:00:00+00:00,75677.1,76099.4,75611.2,75932.4,130.05191644
2026-04-29T22:00:00+00:00,75932.4,76006.0,75820.6,75925.0,214.22508083
2026-04-29T23:00:00+00:00,75924.8,75995.0,75702.7,75784.4,256.48795805
2026-04-30T00:00:00+00:00,75784.4,76338.2,75660.0,76254.1,201.70474033
2026-04-30T01:00:00+00:00,76254.1,76470.5,76183.9,76232.9,132.67049751
2026-04-30T02:00:00+00:00,76232.9,76350.4,75505.0,75708.7,219.48163631
2026-04-30T03:00:00+00:00,75704.7,75997.0,75669.1,75933.2,116.77018452
2026-04-30T04:00:00+00:00,75933.2,75969.9,75413.9,75495.0,223.92509853
2026-04-30T05:00:00+00:00,75495.1,75750.0,75319.7,75600.0,190.54500302
2026-04-30T06:00:00+00:00,75600.1,75866.6,75584.5,75757.4,105.34307215
2026-04-30T07:00:00+00:00,75757.4,76192.0,75721.2,76174.6,307.48595665
2026-04-30T08:00:00+00:00,76174.5,76216.2,76032.8,76069.2,180.44244141
2026-04-30T09:00:00+00:00,76069.3,76350.0,76007.0,76099.8,265.21507007
2026-04-30T10:00:00+00:00,76099.7,76173.2,75976.8,76030.0,246.50091597
2026-04-30T11:00:00+00:00,76030.0,76250.0,75865.4,76064.8,444.4647939
2026-04-30T12:00:00+00:00,76064.8,76409.0,76040.1,76296.7,322.70582269
2026-04-30T13:00:00+00:00,76296.6,76660.0,76107.3,76410.2,412.40561114
2026-04-30T14:00:00+00:00,76410.2,76589.5,76094.0,76298.9,605.88630492
2026-04-30T15:00:00+00:00,76298.9,76650.0,76156.6,76465.7,542.71315503
2026-04-30T16:00:00+00:00,76465.7,76486.0,76230.0,76261.1,216.30747973
2026-04-30T17:00:00+00:00,76261.1,76330.6,76077.8,76240.9,297.74613302
2026-04-30T18:00:00+00:00,76240.8,76470.2,76197.9,76340.9,231.47631202
2026-04-30T19:00:00+00:00,76340.9,76513.3,76302.9,76409.0,351.0847299
2026-04-30T20:00:00+00:00,76408.7,76568.0,76309.5,76493.0,431.06571233
2026-04-30T21:00:00+00:00,76493.0,76544.2,76243.3,76243.7,343.0235241
2026-04-30T22:00:00+00:00,76243.8,76449.8,76208.7,76243.5,298.93156118
2026-04-30T23:00:00+00:00,76243.5,76387.9,76217.5,76344.9,488.89837525
2026-05-01T00:00:00+00:00,76344.9,76596.8,76324.5,76463.1,309.21868462
2026-05-01T01:00:00+00:00,76463.0,76774.0,76444.6,76689.3,141.91038861
2026-05-01T02:00:00+00:00,76689.3,76745.0,76538.4,76602.0,142.47464743
2026-05-01T03:00:00+00:00,76602.0,77456.0,76559.7,77130.6,596.49335235
2026-05-01T04:00:00+00:00,77130.5,77212.2,76960.0,77045.3,252.78712948
2026-05-01T05:00:00+00:00,77045.4,77186.3,77040.9,77163.7,113.60292188
2026-05-01T06:00:00+00:00,77163.8,77184.8,76875.0,76994.2,310.24094607
2026-05-01T07:00:00+00:00,76994.1,77142.8,76957.9,77127.5,656.10890506
2026-05-01T08:00:00+00:00,77127.5,77500.0,77040.0,77373.3,538.60944544
2026-05-01T09:00:00+00:00,77373.3,77389.2,77192.7,77274.4,674.32731232
2026-05-01T10:00:00+00:00,77274.5,77430.2,77147.9,77300.1,1232.59621976
2026-05-01T11:00:00+00:00,77300.1,77600.0,77261.4,77469.9,4317.32035616
2026-05-01T12:00:00+00:00,77470.0,78176.1,77405.4,77893.3,812.05948976
2026-05-01T13:00:00+00:00,77893.3,78919.7,77893.3,78727.9,936.31796479
2026-05-01T14:00:00+00:00,78728.0,78869.0,78048.6,78360.8,399.91131426
2026-05-01T15:00:00+00:00,78360.9,78739.0,78187.5,78445.3,391.11302548
2026-05-01T16:00:00+00:00,78445.1,78683.8,78167.7,78212.1,192.81061062
2026-05-01T17:00:00+00:00,78212.2,78588.0,78134.3,78556.4,167.93310124
2026-05-01T18:00:00+00:00,78556.5,78630.8,78379.2,78428.6,143.46199689
2026-05-01T19:00:00+00:00,78428.7,78549.3,78314.3,78363.5,161.4166929
2026-05-01T20:00:00+00:00,78363.8,78440.8,77750.0,77875.6,172.58864461
2026-05-01T21:00:00+00:00,77874.3,78200.0,77855.8,78200.0,90.78643298
2026-05-01T22:00:00+00:00,78200.0,78406.2,78144.7,78151.7,80.88576354
2026-05-01T23:00:00+00:00,78151.8,78247.8,78032.0,78234.4,74.05808966
2026-05-02T00:00:00+00:00,78234.4,78398.0,78168.7,78345.0,57.08953655
2026-05-02T01:00:00+00:00,78345.0,78430.0,78287.0,78341.3,87.30085475
2026-05-02T02:00:00+00:00,78341.3,78500.0,78256.2,78356.0,77.88938668
2026-05-02T03:00:00+00:00,78356.0,78522.4,78225.1,78420.4,81.94133002
2026-05-02T04:00:00+00:00,78420.5,78454.9,78117.3,78182.3,115.31251471
2026-05-02T05:00:00+00:00,78179.6,78259.6,78034.5,78180.3,137.31615914
2026-05-02T06:00:00+00:00,78180.3,78375.0,78142.3,78323.9,50.79244355
2026-05-02T07:00:00+00:00,78323.9,78349.6,78189.8,78212.7,297.04415353
2026-05-02T08:00:00+00:00,78212.6,78357.1,78154.8,78309.0,44.18180454
2026-05-02T09:00:00+00:00,78309.0,78393.9,78222.0,78295.4,40.73837072
2026-05-02T10:00:00+00:00,78295.5,78315.0,78230.0,78251.7,35.77084425
2026-05-02T11:00:00+00:00,78251.7,78251.7,78102.8,78149.3,41.82961967
2026-05-02T12:00:00+00:00,78149.4,78270.0,78108.4,78213.8,60.483726
2026-05-02T13:00:00+00:00,78213.9,78430.0,78213.9,78372.0,45.12846458
2026-05-02T14:00:00+00:00,78372.0,78495.9,78314.1,78427.4,87.31415849
2026-05-02T15:00:00+00:00,78427.5,78490.7,78364.8,78490.6,34.5796731
2026-05-02T16:00:00+00:00,78490.7,78593.2,78431.6,78455.0,60.19809523
2026-05-02T17:00:00+00:00,78455.0,78493.0,78375.2,78394.9,30.00485324
2026-05-02T18:00:00+00:00,78395.0,78493.0,78316.0,78464.4,32.53252501
2026-05-02T19:00:00+00:00,78464.5,78523.4,78439.3,78485.0,35.4019151
2026-05-02T20:00:00+00:00,78485.2,78485.5,78420.7,78456.0,16.46294577
2026-05-02T21:00:00+00:00,78456.0,79198.6,78435.7,78729.8,368.55995301
2026-05-02T22:00:00+00:00,78729.8,78874.9,78617.3,78837.6,221.34609922
2026-05-02T23:00:00+00:00,78837.6,78837.6,78635.4,78693.0,39.48680586
2026-05-03T00:00:00+00:00,78693.0,78765.3,78494.1,78548.9,76.39556894
2026-05-03T01:00:00+00:00,78548.9,78549.0,78159.1,78242.5,114.41358022
2026-05-03T02:00:00+00:00,78242.6,78328.2,78113.9,78167.9,93.46667743
2026-05-03T03:00:00+00:00,78168.0,78216.2,78114.5,78205.0,43.47103634
2026-05-03T04:00:00+00:00,78204.9,78242.2,78117.0,78167.9,38.10024641
2026-05-03T05:00:00+00:00,78168.0,78258.2,78160.1,78245.6,38.47575759
2026-05-03T06:00:00+00:00,78245.7,78336.8,78061.9,78279.2,148.59903784
2026-05-03T07:00:00+00:00,78279.3,78450.0,78279.3,78354.0,84.00012984
2026-05-03T08:00:00+00:00,78354.0,78497.5,78353.9,78381.5,53.24534601
2026-05-03T09:00:00+00:00,78381.5,78606.7,78340.0,78531.9,85.57048003
2026-05-03T10:00:00+00:00,78531.9,78537.8,78411.1,78411.1,22.60565662
2026-05-03T11:00:00+00:00,78411.2,78838.6,78383.1,78655.2,157.68458736
2026-05-03T12:00:00+00:00,78655.3,78874.0,78655.3,78753.4,276.83300304
2026-05-03T13:00:00+00:00,78753.5,78778.2,78572.8,78665.8,149.75931738
2026-05-03T14:00:00+00:00,78666.0,78787.4,78616.8,78743.9,184.99621926
2026-05-03T15:00:00+00:00,78743.2,78812.4,78633.2,78668.9,95.28605828
2026-05-03T16:00:00+00:00,78668.9,78787.5,78600.0,78662.0,41.47531135
2026-05-03T17:00:00+00:00,78662.0,78829.0,78580.0,78735.0,110.43892979
2026-05-03T18:00:00+00:00,78735.0,78765.9,78639.8,78744.0,25.45393592
2026-05-03T19:00:00+00:00,78744.1,78857.1,78677.8,78768.2,122.84892919
