timestamp,open,high,low,close,volume
2026-01-01T00:00:00+00:00,45000.0,45173.25,44608.5,45024.75,1800.0
2026-01-01T01:00:00+00:00,45024.75,45441.48,44662.07,45061.34,1848.85
2026-01-01T02:00:00+00:00,45061.34,45512.97,44787.57,45109.54,1897.37
2026-01-01T03:00:00+00:00,45109.54,45362.26,44963.85,45168.89,1945.21
2026-01-01T04:00:00+00:00,45168.89,45608.76,44923.6,45238.68,1992.05
2026-01-01T05:00:00+00:00,45238.68,45750.57,44880.01,45318.01,2037.57
2026-01-01T06:00:00+00:00,45318.01,45646.5,44900.12,45405.8,2081.46
2026-01-01T07:00:00+00:00,45405.8,45855.42,44998.49,45500.83,2123.42
2026-01-01T08:00:00+00:00,45500.83,46059.56,45172.59,45601.74,2163.18
2026-01-01T09:00:00+00:00,45601.74,45996.79,45402.8,45707.13,2200.46
2026-01-01T10:00:00+00:00,45707.13,46148.95,45483.54,45815.54,2235.03
2026-01-01T11:00:00+00:00,45815.54,46403.64,45458.16,45925.55,2266.66
2026-01-01T12:00:00+00:00,45925.55,46374.95,45485.38,46035.79,2295.17
2026-01-01T13:00:00+00:00,46035.79,46451.36,45585.23,46144.96,2320.38
2026-01-01T14:00:00+00:00,46144.96,46744.14,45760.33,46251.94,2342.16
2026-01-01T15:00:00+00:00,46251.94,46743.59,45994.54,46355.76,2360.38
2026-01-01T16:00:00+00:00,46355.76,46729.39,46161.21,46455.65,2374.96
2026-01-01T17:00:00+00:00,46455.65,47050.19,46108.24,46551.07,2385.86
2026-01-01T18:00:00+00:00,46551.07,47075.86,46096.83,46641.7,2393.03
2026-01-01T19:00:00+00:00,46641.7,46963.43,46153.81,46727.48,2396.5
2026-01-01T20:00:00+00:00,46727.48,47306.7,46288.58,46808.59,2396.3
2026-01-01T21:00:00+00:00,46808.59,47362.11,46490.43,46885.43,2392.49
2026-01-01T22:00:00+00:00,46885.43,47152.5,46727.76,46958.6,2385.18
2026-01-01T23:00:00+00:00,46958.6,47517.74,46631.83,47028.9,2374.49
2026-01-02T00:00:00+00:00,47028.9,47611.37,46571.91,47097.26,2360.58
2026-01-02T01:00:00+00:00,47097.26,47407.81,46581.52,47164.74,2343.62
2026-01-02T02:00:00+00:00,47164.74,47703.92,46677.16,47232.46,2323.82
2026-01-02T03:00:00+00:00,47232.46,47847.04,46854.08,47301.55,2301.42
2026-01-02T04:00:00+00:00,47301.55,47672.77,47087.39,47373.14,2276.65
2026-01-02T05:00:00+00:00,47373.14,47894.72,47077.05,47448.29,2249.8
2026-01-02T06:00:00+00:00,47448.29,48098.03,46999.89,47527.92,2221.16
2026-01-02T07:00:00+00:00,47527.92,47969.17,46994.43,47612.86,2191.01
2026-01-02T08:00:00+00:00,47612.86,48118.13,47083.21,47703.7,2159.69
2026-01-02T09:00:00+00:00,47703.7,48388.34,47266.9,47800.87,2127.5
2026-01-02T10:00:00+00:00,47800.87,48316.53,47524.0,47904.53,2094.8
2026-01-02T11:00:00+00:00,47904.53,48390.79,47647.09,48014.62,2098.1
2026-01-02T12:00:00+00:00,48014.62,48727.96,47584.59,48130.82,2146.84
2026-01-02T13:00:00+00:00,48130.82,48718.08,47588.85,48252.56,2195.1
2026-01-02T14:00:00+00:00,48252.56,48711.43,47687.51,48379.02,2242.54
2026-01-02T15:00:00+00:00,48379.02,49107.77,47886.39,48509.17,2288.84
2026-01-02T16:00:00+00:00,48509.17,49157.32,48167.59,48641.77,2333.67
2026-01-02T17:00:00+00:00,48641.77,49059.35,48429.59,48775.43,2376.74
2026-01-02T18:00:00+00:00,48775.43,49499.9,48373.14,48908.6,2417.76
2026-01-02T19:00:00+00:00,48908.6,49600.2,48368.35,49039.67,2456.45
2026-01-02T20:00:00+00:00,49039.67,49398.62,48448.06,49166.98,2492.56
2026-01-02T21:00:00+00:00,49166.98,49863.64,48624.07,49288.88,2525.86
2026-01-02T22:00:00+00:00,49288.88,50002.51,48883.56,49403.78,2556.13
2026-01-02T23:00:00+00:00,49403.78,49789.33,49191.65,49510.2,2583.2
2026-01-03T00:00:00+00:00,49510.2,50155.51,49146.33,49606.8,2606.91
2026-01-03T01:00:00+00:00,49606.8,50320.89,49081.74,49692.46,2627.12
2026-01-03T02:00:00+00:00,49692.46,50106.99,49088.01,49766.28,2643.74
2026-01-03T03:00:00+00:00,49766.28,50340.98,49184.29,49827.61,2656.7
2026-01-03T04:00:00+00:00,49827.61,50524.31,49364.89,49876.1,2665.95
2026-01-03T05:00:00+00:00,49876.1,50311.59,49600.41,49911.69,2671.48
2026-01-03T06:00:00+00:00,49911.69,50404.15,49597.42,49934.6,2673.32
2026-01-03T07:00:00+00:00,49934.6,50602.44,49440.69,49945.34,2671.52
2026-01-03T08:00:00+00:00,49945.34,50400.04,49345.27,49944.68,2666.15
2026-01-03T09:00:00+00:00,49944.68,50363.28,49328.91,49933.63,2657.32
2026-01-03T10:00:00+00:00,49933.63,50588.48,49404.89,49913.39,2645.18
2026-01-03T11:00:00+00:00,49913.39,50416.84,49550.9,49885.33,2629.9
2026-01-03T12:00:00+00:00,49885.33,50247.65,49594.8,49850.92,2611.66
2026-01-03T13:00:00+00:00,49850.92,50492.78,49363.36,49811.72,2590.67
2026-01-03T14:00:00+00:00,49811.72,50356.67,49192.35,49769.25,2567.19
2026-01-03T15:00:00+00:00,49769.25,50071.95,49114.69,49725.04,2541.47
2026-01-03T16:00:00+00:00,49725.04,50344.07,49139.73,49680.51,2513.79
2026-01-03T17:00:00+00:00,49680.51,50258.98,49251.38,49636.96,2484.44
2026-01-03T18:00:00+00:00,49636.96,49878.6,49401.34,49595.5,2453.74
2026-01-03T19:00:00+00:00,49595.5,50183.02,49163.7,49557.06,2421.99
2026-01-03T20:00:00+00:00,49557.06,50160.62,48981.04,49522.34,2389.54
2026-01-03T21:00:00+00:00,49522.34,49798.64,48889.82,49491.79,2356.71
2026-01-03T22:00:00+00:00,49491.79,50040.35,48904.68,49465.6,2396.16
2026-01-03T23:00:00+00:00,49465.6,50085.59,49015.07,49443.71,2444.74
2026-01-04T00:00:00+00:00,49443.71,49774.63,49187.91,49425.84,2492.67
2026-01-04T01:00:00+00:00,49425.84,49929.14,49077.82,49411.44,2539.65
2026-01-04T02:00:00+00:00,49411.44,50039.0,48902.93,49399.78,2585.34
2026-01-04T03:00:00+00:00,49399.78,49781.71,48807.46,49389.95,2629.43
2026-01-04T04:00:00+00:00,49389.95,49842.72,48810.88,49380.89,2671.62
2026-01-04T05:00:00+00:00,49380.89,50006.91,48908.42,49371.45,2711.64
2026-01-04T06:00:00+00:00,49371.45,49799.45,49072.15,49360.43,2749.22
2026-01-04T07:00:00+00:00,49360.43,49758.5,49075.11,49346.63,2784.11
2026-01-04T08:00:00+00:00,49346.63,49961.86,48883.78,49328.88,2816.1
2026-01-04T09:00:00+00:00,49328.88,49796.65,48754.03,49306.1,2844.98
2026-01-04T10:00:00+00:00,49306.1,49646.48,48710.6,49277.35,2870.58
2026-01-04T11:00:00+00:00,49277.35,49872.61,48755.58,49241.87,2892.75
2026-01-04T12:00:00+00:00,49241.87,49741.87,48867.9,49199.1,2911.39
